order_id,payment_id,payment_date,payment_method,payment_amount,payment_status
O01343,PAY01343,7/13/2025,Credit Card,29027.99,Paid
O01344,PAY01344,6/25/2026,COD,7650.14,Paid
O01345,PAY01345,10/25/2025,UPI,18261.38,Refunded
O01346,PAY01346,4/9/2026,UPI,42181.15,Failed
O01347,PAY01347,9/30/2025,Debit Card,21619.83,Refunded
O01348,PAY01348,3/1/2026,Net Banking,32257.72,Paid
O01349,PAY01349,11/18/2025,UPI,11378.86,Failed
O01350,PAY01350,6/19/2025,Credit Card,39603.81,Paid
O01351,PAY01351,6/17/2026,Credit Card,17506.38,Failed
O01352,PAY01352,3/8/2026,UPI,18765.72,Failed
O01353,PAY01353,4/13/2026,UPI,7690.71,Refunded
O01354,PAY01354,7/31/2026,UPI,39361.44,Refunded
O01355,PAY01355,6/1/2025,COD,8486.19,Paid
O01356,PAY01356,2/25/2025,COD,48917.03,Failed
O01357,PAY01357,12/21/2025,Net Banking,8154.37,Failed
O01358,PAY01358,7/18/2025,Net Banking,20040.26,Failed
O01359,PAY01359,9/22/2025,UPI,19697.92,Paid
O01360,PAY01360,5/23/2025,UPI,20077.19,Paid
O01361,PAY01361,8/31/2025,Credit Card,22629.64,Refunded
O01362,PAY01362,8/28/2025,COD,43472.97,Refunded
O01363,PAY01363,8/2/2025,Debit Card,59698.94,Paid
O01364,PAY01364,3/28/2026,COD,22461,Paid
O01365,PAY01365,12/27/2025,Credit Card,1662.63,Refunded
O01366,PAY01366,10/16/2025,Credit Card,5284.9,Refunded
O01367,PAY01367,3/10/2025,COD,1315.34,Paid
O01368,PAY01368,12/14/2025,Debit Card,16914.94,Refunded
O01369,PAY01369,4/17/2025,Net Banking,45840.1,Refunded
O01370,PAY01370,7/11/2025,Net Banking,16378.95,Paid
O01371,PAY01371,9/10/2025,Net Banking,10391.89,Paid
O01372,PAY01372,3/27/2025,Net Banking,23592,Paid
O01373,PAY01373,8/25/2025,COD,25873.96,Paid
O01374,PAY01374,6/12/2025,Debit Card,33260.54,Failed
O01375,PAY01375,6/1/2026,Credit Card,11407.74,Paid
O01376,PAY01376,6/7/2026,Debit Card,36966.01,Failed
O01377,PAY01377,1/3/2025,Credit Card,15838.25,Paid
O01378,PAY01378,1/2/2026,UPI,46872.19,Failed
O01379,PAY01379,1/25/2026,Credit Card,22244.41,Failed
O01380,PAY01380,8/18/2025,Debit Card,28983.27,Refunded
O01381,PAY01381,10/13/2025,Debit Card,28891.13,Paid
O01382,PAY01382,4/26/2026,Credit Card,29945.87,Paid
O01383,PAY01383,8/18/2025,Net Banking,57445.43,Paid
O01384,PAY01384,2/9/2025,Credit Card,22377.21,Paid
O01385,PAY01385,8/15/2025,Net Banking,33566.91,Failed
O01386,PAY01386,6/4/2025,Credit Card,57162.98,Paid
O01387,PAY01387,8/21/2025,COD,19246.11,Refunded
O01388,PAY01388,5/20/2025,Net Banking,40408.92,Paid
O01389,PAY01389,4/2/2025,Debit Card,34336.05,Paid
O01390,PAY01390,8/23/2026,Debit Card,35555.16,Paid
O01391,PAY01391,3/20/2025,Net Banking,28903.05,Paid
O01392,PAY01392,3/6/2026,Debit Card,40230.75,Refunded
O01393,PAY01393,3/13/2026,COD,35036.73,Failed
O01394,PAY01394,1/11/2026,UPI,3644.73,Paid
O01395,PAY01395,7/9/2026,COD,19351.77,Paid
O01396,PAY01396,1/4/2025,COD,4891.61,Refunded
O01397,PAY01397,7/3/2025,Credit Card,2197.42,Refunded
O01398,PAY01398,4/23/2025,Credit Card,54252.14,Refunded
O01399,PAY01399,12/17/2025,COD,14546.17,Paid
O01400,PAY01400,1/22/2026,Debit Card,40314.42,Paid
O01401,PAY01401,6/30/2026,Net Banking,31197.17,Paid
O01402,PAY01402,8/19/2025,UPI,15943.05,Refunded
O01403,PAY01403,5/24/2025,Debit Card,45484.44,Paid
O01404,PAY01404,7/16/2026,Net Banking,35525.81,Failed
O01405,PAY01405,2/14/2026,COD,31454.23,Paid
O01406,PAY01406,4/10/2026,Debit Card,53031.56,Paid
O01407,PAY01407,9/28/2025,UPI,5906.65,Refunded
O01408,PAY01408,9/30/2025,Debit Card,7487.94,Paid
O01409,PAY01409,8/25/2025,Net Banking,35153.59,Paid
O01410,PAY01410,4/1/2026,COD,3190.18,Paid
O01411,PAY01411,5/9/2025,COD,9232.1,Paid
O01412,PAY01412,8/17/2026,Net Banking,5255.76,Failed
O01413,PAY01413,4/17/2025,UPI,4094.87,Paid
O01414,PAY01414,10/8/2025,Debit Card,20626.56,Paid
O01415,PAY01415,7/11/2025,Debit Card,14168.44,Paid
O01416,PAY01416,1/26/2026,Debit Card,48559.05,Paid
O01417,PAY01417,2/18/2026,COD,15642.75,Failed
O01418,PAY01418,7/13/2026,COD,19166.52,Refunded
O01419,PAY01419,4/25/2026,Credit Card,6381.62,Refunded
O01420,PAY01420,6/1/2025,COD,16681.28,Failed
O01421,PAY01421,5/6/2025,COD,13966.85,Refunded
O01422,PAY01422,6/24/2026,Net Banking,10402.45,Failed
O01423,PAY01423,10/24/2025,Credit Card,34145.7,Paid
O01424,PAY01424,3/1/2025,Net Banking,6868.74,Refunded
O01425,PAY01425,5/17/2026,Debit Card,49382.4,Paid
O01426,PAY01426,1/30/2026,COD,20094.21,Paid
O01427,PAY01427,1/16/2025,Net Banking,15376.92,Failed
O01428,PAY01428,4/21/2026,COD,20657.41,Paid
O01429,PAY01429,1/5/2026,Debit Card,45077.04,Paid
O01430,PAY01430,1/9/2026,UPI,4440.98,Failed
O01431,PAY01431,6/10/2026,Debit Card,46267.52,Paid
O01432,PAY01432,10/29/2025,COD,30901.17,Paid
O01433,PAY01433,10/8/2025,Net Banking,9725.75,Paid
O01434,PAY01434,1/11/2026,Net Banking,4974.02,Paid
O01435,PAY01435,5/1/2025,Net Banking,43163.72,Paid
O01436,PAY01436,4/3/2025,Debit Card,23388.31,Failed
O01437,PAY01437,5/29/2026,UPI,13220.1,Paid
O01438,PAY01438,5/12/2025,Debit Card,28737.25,Paid
O01439,PAY01439,11/3/2025,UPI,17376.07,Failed
O01440,PAY01440,6/14/2025,Credit Card,33074.06,Paid
O01441,PAY01441,5/21/2025,Net Banking,29357.37,Paid
O01442,PAY01442,12/30/2025,COD,48479.34,Paid
O01443,PAY01443,5/3/2026,Credit Card,12103.35,Paid
O01444,PAY01444,9/26/2025,Net Banking,1894.17,Failed
O01445,PAY01445,3/26/2025,Credit Card,33496.05,Refunded
O01446,PAY01446,5/29/2025,Credit Card,18254.02,Paid
O01447,PAY01447,4/11/2025,COD,21789.97,Failed
O01448,PAY01448,6/21/2026,Net Banking,29445.12,Paid
O01449,PAY01449,7/14/2025,UPI,33361.75,Paid
O01450,PAY01450,8/16/2025,UPI,16890.15,Refunded
O01451,PAY01451,2/13/2025,UPI,24514.48,Paid
O01452,PAY01452,9/29/2025,Debit Card,4275.08,Refunded
O01453,PAY01453,7/10/2026,UPI,7650.14,Paid
O01454,PAY01454,9/7/2025,Debit Card,16214.88,Paid
O01455,PAY01455,1/31/2026,Debit Card,42337.68,Paid
O01456,PAY01456,4/21/2025,Net Banking,37590.73,Paid
O01457,PAY01457,3/28/2025,Credit Card,12439.96,Paid
O01458,PAY01458,3/21/2026,UPI,33727.6,Paid
O01459,PAY01459,2/9/2025,UPI,21456.02,Failed
O01460,PAY01460,9/30/2025,UPI,9735.45,Paid
O01461,PAY01461,7/12/2025,UPI,41848.26,Paid
O01462,PAY01462,1/10/2025,Credit Card,49153.17,Paid
O01463,PAY01463,11/19/2025,COD,45925.56,Failed
O01464,PAY01464,8/10/2026,Net Banking,9610.75,Paid
O01465,PAY01465,2/12/2025,Credit Card,13764.65,Refunded
O01466,PAY01466,5/11/2026,COD,24881.52,Paid
O01467,PAY01467,11/24/2025,Net Banking,31488.35,Failed
O01468,PAY01468,3/16/2026,Net Banking,29996.34,Paid
O01469,PAY01469,2/28/2025,COD,38935.71,Refunded
O01470,PAY01470,6/13/2026,Net Banking,8471.81,Paid
O01471,PAY01471,1/7/2025,COD,2192.57,Refunded
O01472,PAY01472,7/6/2026,Credit Card,11868.88,Refunded
O01473,PAY01473,2/4/2026,COD,23637.96,Paid
O01474,PAY01474,7/25/2025,UPI,48149.93,Paid
O01475,PAY01475,1/5/2025,Credit Card,28617.38,Paid
O01476,PAY01476,1/7/2026,COD,49150.73,Paid
O01477,PAY01477,2/23/2025,UPI,10192.4,Paid
O01478,PAY01478,1/6/2026,Debit Card,14663.9,Paid
O01479,PAY01479,4/16/2026,Credit Card,29631.68,Paid
O01480,PAY01480,6/12/2025,UPI,3788.33,Refunded
O01481,PAY01481,5/26/2025,Credit Card,11145.44,Refunded
O01482,PAY01482,5/15/2025,Debit Card,21653.58,Paid
O01483,PAY01483,5/17/2025,Net Banking,28562.59,Failed
O01484,PAY01484,3/11/2025,Net Banking,25082.11,Paid
O01485,PAY01485,6/1/2025,UPI,15312.02,Failed
O01486,PAY01486,2/5/2026,Credit Card,36518.95,Failed
O01487,PAY01487,7/3/2025,UPI,19080.83,Refunded
O01488,PAY01488,4/20/2026,UPI,32722.73,Failed
O01489,PAY01489,5/14/2026,Credit Card,18460.55,Refunded
O01490,PAY01490,4/8/2026,Net Banking,20323.96,Refunded
O01491,PAY01491,11/25/2025,Credit Card,40209.95,Failed
O01492,PAY01492,7/12/2025,UPI,20303.84,Paid
O01493,PAY01493,7/20/2026,Credit Card,40460.64,Paid
O01494,PAY01494,5/5/2025,Debit Card,13477.78,Paid
O01495,PAY01495,10/10/2025,Credit Card,19869.36,Paid
O01496,PAY01496,10/3/2025,COD,26223.67,Paid
O01497,PAY01497,3/30/2026,Debit Card,38635.8,Paid
O01498,PAY01498,11/29/2025,COD,9589.81,Paid
O01499,PAY01499,5/2/2026,UPI,26737.31,Paid
O01500,PAY01500,7/13/2026,Credit Card,5790.29,Paid
O01501,PAY01501,8/26/2025,UPI,5111.06,Failed
O01502,PAY01502,6/16/2026,UPI,39797.71,Paid
O01503,PAY01503,4/14/2025,COD,32676.58,Paid
O01504,PAY01504,7/11/2026,Debit Card,20238.69,Paid
O01505,PAY01505,4/19/2025,Net Banking,7711.02,Failed
O01506,PAY01506,6/1/2026,Credit Card,44836.37,Refunded
O01507,PAY01507,8/26/2025,UPI,38957.48,Failed
O01508,PAY01508,8/10/2026,COD,8479.87,Paid
O01509,PAY01509,3/20/2025,Net Banking,24398.37,Paid
O01510,PAY01510,10/11/2025,Net Banking,5689.43,Paid
O01511,PAY01511,7/3/2026,Debit Card,21159.89,Paid
O01512,PAY01512,1/29/2025,Debit Card,31980.64,Refunded
O01513,PAY01513,6/11/2025,Debit Card,35682.58,Refunded
O01514,PAY01514,2/20/2025,Net Banking,15145.46,Failed
O01515,PAY01515,7/15/2025,Credit Card,17528.78,Paid
O01516,PAY01516,8/26/2025,Credit Card,25532.29,Paid
O01517,PAY01517,1/12/2026,Credit Card,20199.08,Refunded
O01518,PAY01518,6/6/2025,Debit Card,28729.11,Failed
O01519,PAY01519,4/7/2025,COD,12055.75,Paid
O01520,PAY01520,4/14/2025,COD,3224.74,Paid
O01521,PAY01521,7/25/2026,Debit Card,34193.12,Refunded
O01522,PAY01522,8/3/2026,Credit Card,14351.79,Refunded
O01523,PAY01523,5/15/2025,COD,10546.66,Paid
O01524,PAY01524,4/29/2025,Credit Card,7032.96,Paid
O01525,PAY01525,2/2/2025,Credit Card,28442.08,Refunded
O01526,PAY01526,8/7/2026,COD,2616.66,Refunded
O01527,PAY01527,3/6/2026,Credit Card,36463.76,Paid
O01528,PAY01528,4/8/2026,Debit Card,7988.66,Paid
O01529,PAY01529,6/26/2025,COD,33729.14,Failed
O01530,PAY01530,1/25/2026,Credit Card,33451.78,Failed
O01531,PAY01531,2/6/2025,Net Banking,22242.14,Refunded
O01532,PAY01532,2/16/2026,UPI,9863.59,Paid
O01533,PAY01533,12/19/2025,COD,23169.69,Paid
O01534,PAY01534,7/21/2025,Debit Card,15972.26,Paid
O01535,PAY01535,3/8/2026,Net Banking,30455.53,Failed
O01536,PAY01536,1/29/2026,Debit Card,18580.26,Paid
O01537,PAY01537,9/24/2025,Debit Card,2895.14,Paid
O01538,PAY01538,4/24/2025,Debit Card,29403.58,Failed
O01539,PAY01539,1/15/2025,UPI,3138.49,Paid
O01540,PAY01540,7/25/2026,Credit Card,36787.91,Paid
O01541,PAY01541,6/21/2025,Credit Card,39342.77,Refunded
O01542,PAY01542,7/3/2025,Credit Card,25501.3,Refunded
O01543,PAY01543,2/19/2026,Credit Card,31608.78,Paid
O01544,PAY01544,6/5/2025,Net Banking,42932.07,Paid
O01545,PAY01545,8/17/2025,COD,14553.89,Paid
O01546,PAY01546,3/9/2026,COD,14133.66,Failed
O01547,PAY01547,12/28/2025,COD,48844.22,Failed
O01548,PAY01548,2/4/2026,Net Banking,24968.18,Failed
O01549,PAY01549,1/3/2025,Debit Card,4439.29,Failed
O01550,PAY01550,10/2/2025,Net Banking,28893.99,Paid
O01551,PAY01551,10/16/2025,UPI,3386.45,Failed
O01552,PAY01552,1/20/2026,COD,17190.36,Failed
O01553,PAY01553,4/3/2025,Debit Card,13656.35,Failed
O01554,PAY01554,4/7/2025,UPI,33788.53,Failed
O01555,PAY01555,4/9/2026,Debit Card,31561.66,Paid
O01556,PAY01556,2/14/2026,Credit Card,48503.72,Failed
O01557,PAY01557,5/9/2026,Credit Card,17241.56,Refunded
O01558,PAY01558,6/14/2025,UPI,19246.61,Paid
O01559,PAY01559,8/30/2026,UPI,6984.99,Paid
O01560,PAY01560,6/15/2025,Credit Card,17763.91,Failed
O01561,PAY01561,1/31/2026,Credit Card,30365.96,Paid
O01562,PAY01562,4/9/2025,COD,41843.18,Paid
O01563,PAY01563,7/13/2026,Credit Card,39078.8,Refunded
O01564,PAY01564,7/22/2025,Credit Card,23377.63,Paid
O01565,PAY01565,5/3/2026,COD,5644.58,Refunded
O01566,PAY01566,7/21/2025,COD,18791.32,Paid
O01567,PAY01567,4/26/2026,UPI,30529.54,Paid
O01568,PAY01568,10/4/2025,UPI,23292.25,Failed
O01569,PAY01569,2/7/2025,UPI,33562.28,Failed
O01570,PAY01570,4/26/2025,Debit Card,4050.07,Refunded
O01571,PAY01571,2/20/2026,Debit Card,17100.3,Paid
O01572,PAY01572,4/28/2025,Credit Card,12158.31,Paid
O01573,PAY01573,6/17/2025,UPI,18929.82,Paid
O01574,PAY01574,11/26/2025,Credit Card,15125.53,Paid
O01575,PAY01575,6/3/2025,Net Banking,46900.73,Paid
O01576,PAY01576,3/20/2025,Credit Card,23083.2,Paid
O01577,PAY01577,1/15/2026,UPI,32376.79,Refunded
O01578,PAY01578,2/23/2026,Net Banking,78792.42,Paid
O01579,PAY01579,3/22/2026,Net Banking,13177.49,Failed
O01580,PAY01580,7/28/2026,Debit Card,46477.29,Failed
O01581,PAY01581,3/17/2025,COD,23481.11,Paid
O01582,PAY01582,9/17/2025,COD,18047.3,Failed
O01583,PAY01583,5/23/2025,UPI,18148.14,Refunded
O01584,PAY01584,7/2/2026,COD,47345.24,Failed
O01585,PAY01585,11/25/2025,UPI,5476.54,Paid
O01586,PAY01586,3/1/2025,Debit Card,47837.04,Failed
O01587,PAY01587,2/25/2026,COD,13801.44,Paid
O01588,PAY01588,1/27/2025,COD,22691.64,Paid
O01589,PAY01589,6/16/2025,UPI,57970.57,Paid
O01590,PAY01590,3/15/2026,UPI,61140.71,Paid
O01591,PAY01591,11/4/2025,Credit Card,61099.06,Paid
O01592,PAY01592,4/8/2026,Credit Card,7173.49,Paid
O01593,PAY01593,12/14/2025,Credit Card,12435.3,Paid
O01594,PAY01594,5/28/2026,Debit Card,22612.44,Refunded
O01595,PAY01595,12/9/2025,Credit Card,15476.19,Paid
O01596,PAY01596,2/4/2025,Debit Card,53013.94,Failed
O01597,PAY01597,2/13/2025,COD,8281.09,Paid
O01598,PAY01598,4/18/2026,Debit Card,19241.57,Paid
O01599,PAY01599,1/24/2025,Credit Card,12140.98,Paid
O01600,PAY01600,8/17/2025,Debit Card,4649.78,Paid
O01601,PAY01601,1/10/2025,Net Banking,9895.4,Refunded
O01602,PAY01602,7/4/2025,COD,11719,Paid
O01603,PAY01603,12/28/2025,COD,13189.94,Failed
O01604,PAY01604,4/16/2025,Credit Card,54018.82,Refunded
O01605,PAY01605,10/11/2025,COD,36850.44,Paid
O01606,PAY01606,8/29/2026,COD,18907.27,Paid
O01607,PAY01607,2/12/2025,UPI,9387.71,Refunded
O01608,PAY01608,2/8/2025,Debit Card,30831.92,Paid
O01609,PAY01609,6/14/2025,UPI,30270.4,Failed
O01610,PAY01610,5/18/2026,Debit Card,18220.01,Paid
O01611,PAY01611,9/4/2025,UPI,11552.64,Refunded
O01612,PAY01612,1/24/2026,Credit Card,50372.47,Failed
O01613,PAY01613,1/21/2025,Debit Card,16361.28,Paid
O01614,PAY01614,3/23/2026,Credit Card,27692.38,Failed
O01615,PAY01615,2/10/2025,UPI,46540.44,Paid
O01616,PAY01616,3/9/2026,Credit Card,17536.64,Paid
O01617,PAY01617,3/31/2025,Debit Card,21200.82,Paid
O01618,PAY01618,6/6/2026,Net Banking,38391.91,Failed
O01619,PAY01619,6/30/2025,UPI,30537.29,Failed
O01620,PAY01620,4/22/2025,Debit Card,41889.63,Paid
O01621,PAY01621,7/24/2025,UPI,13799.41,Refunded
O01622,PAY01622,1/1/2025,UPI,17989.94,Refunded
O01623,PAY01623,4/11/2025,UPI,8163.34,Paid
O01624,PAY01624,12/30/2025,Net Banking,3066.54,Paid
O01625,PAY01625,7/2/2025,COD,23384.23,Paid
O01626,PAY01626,8/4/2025,Net Banking,35110.57,Paid
O01627,PAY01627,5/6/2026,Credit Card,7352.83,Failed
O01628,PAY01628,3/17/2025,COD,43663.75,Paid
O01629,PAY01629,8/29/2025,Debit Card,30921.35,Paid
O01630,PAY01630,4/24/2025,Debit Card,32032.81,Failed
O01631,PAY01631,10/21/2025,Net Banking,6249.32,Failed
O01632,PAY01632,7/21/2025,Net Banking,35989.17,Paid
O01633,PAY01633,1/29/2025,Debit Card,9948.27,Failed
O01634,PAY01634,2/12/2025,Debit Card,9103.09,Paid
O01635,PAY01635,6/3/2026,Credit Card,11334.76,Paid
O01636,PAY01636,2/4/2025,Net Banking,52332.93,Paid
O01637,PAY01637,4/21/2026,Net Banking,16402.05,Paid
O01638,PAY01638,7/11/2026,Debit Card,23002.73,Paid
O01639,PAY01639,10/11/2025,Net Banking,29139.45,Refunded
O01640,PAY01640,7/9/2025,UPI,26464.27,Refunded
O01641,PAY01641,4/18/2026,Debit Card,19776.42,Refunded
O01642,PAY01642,8/21/2026,COD,28282.81,Paid
O01643,PAY01643,3/15/2025,Net Banking,13037.89,Paid
O01644,PAY01644,8/10/2026,Net Banking,29506.34,Paid
O01645,PAY01645,7/28/2026,COD,17094.16,Failed
O01646,PAY01646,3/28/2025,Net Banking,46239,Failed
O01647,PAY01647,2/3/2025,Net Banking,36638.97,Failed
O01648,PAY01648,3/11/2026,Debit Card,5689.43,Paid
O01649,PAY01649,2/17/2025,COD,13234.13,Failed
O01650,PAY01650,1/1/2026,Net Banking,13462.17,Refunded
O01651,PAY01651,2/9/2025,Debit Card,37762.05,Failed
O01652,PAY01652,2/24/2026,UPI,52286.94,Paid
O01653,PAY01653,5/21/2025,COD,27965.26,Refunded
O01654,PAY01654,2/28/2025,Credit Card,13342.22,Refunded
O01655,PAY01655,2/10/2025,Credit Card,42259.06,Failed
O01656,PAY01656,4/25/2025,UPI,57313.8,Refunded
O01657,PAY01657,11/25/2025,Credit Card,32187.95,Paid
O01658,PAY01658,2/16/2025,UPI,21574.81,Paid
O01659,PAY01659,5/3/2026,UPI,7537.84,Paid
O01660,PAY01660,1/3/2026,UPI,33583.05,Paid
O01661,PAY01661,6/30/2025,Credit Card,30826.44,Failed
O01662,PAY01662,8/23/2026,Net Banking,24523.75,Failed
O01663,PAY01663,2/5/2026,COD,32383.57,Paid
O01664,PAY01664,2/13/2026,Credit Card,38767.5,Failed
O01665,PAY01665,4/16/2025,Debit Card,31968.21,Paid
O01666,PAY01666,3/9/2026,COD,30142.62,Paid
O01667,PAY01667,12/6/2025,Net Banking,35479.92,Paid
O01668,PAY01668,8/22/2026,COD,34222.27,Paid
O01669,PAY01669,10/18/2025,Debit Card,8507.5,Refunded
O01670,PAY01670,2/17/2026,UPI,4099.14,Paid
O01671,PAY01671,7/27/2025,UPI,22543.89,Paid
O01672,PAY01672,1/25/2025,Net Banking,20156.76,Failed
O01673,PAY01673,3/19/2025,UPI,23613.68,Paid
O01674,PAY01674,6/12/2026,Debit Card,43428.84,Failed
O01675,PAY01675,3/25/2026,Credit Card,54009.35,Failed
O01676,PAY01676,8/10/2025,COD,25203.39,Paid
O01677,PAY01677,3/1/2026,COD,25791.78,Paid
O01678,PAY01678,1/3/2025,Debit Card,7385.79,Paid
O01679,PAY01679,1/23/2025,Debit Card,17413.91,Paid
O01680,PAY01680,11/5/2025,Credit Card,7481.98,Failed
O01681,PAY01681,1/15/2026,Net Banking,41251.32,Refunded
O01682,PAY01682,7/24/2026,Credit Card,36959.5,Refunded
O01683,PAY01683,4/7/2026,Net Banking,40287.42,Paid
O01684,PAY01684,6/6/2025,COD,30928.59,Paid
O01685,PAY01685,5/11/2026,UPI,11296.56,Refunded
O01686,PAY01686,10/26/2025,Credit Card,26377.44,Paid
O01687,PAY01687,5/18/2026,Credit Card,8863.47,Failed
O01688,PAY01688,4/16/2025,COD,17758.1,Paid
O01689,PAY01689,1/16/2025,Net Banking,24363.53,Paid
O01690,PAY01690,2/5/2025,UPI,57141.22,Failed
O01691,PAY01691,8/26/2026,Credit Card,43534.29,Paid
O01692,PAY01692,2/18/2025,Net Banking,8366.38,Paid
O01693,PAY01693,7/26/2026,COD,44908.12,Paid
O01694,PAY01694,3/19/2026,Debit Card,30052.65,Paid
O01695,PAY01695,3/30/2025,UPI,35236.98,Paid
O01696,PAY01696,6/10/2026,UPI,19009.97,Failed
O01697,PAY01697,3/29/2025,UPI,9026.29,Paid
O01698,PAY01698,3/29/2025,UPI,15615.15,Paid
O01699,PAY01699,12/16/2025,Debit Card,30794.24,Paid
O01700,PAY01700,6/25/2025,Credit Card,20938.86,Paid
O01701,PAY01701,6/26/2025,Credit Card,35511.76,Paid
O01702,PAY01702,4/29/2025,Net Banking,29823.24,Paid
O01703,PAY01703,1/5/2026,Debit Card,36657.66,Paid
O01704,PAY01704,1/17/2025,Net Banking,18007.94,Paid
O01705,PAY01705,5/30/2025,Debit Card,29103.47,Refunded
O01706,PAY01706,12/3/2025,Credit Card,9462.97,Paid
O01707,PAY01707,10/23/2025,COD,43880.2,Refunded
O01708,PAY01708,3/2/2026,Debit Card,16138.73,Paid
O01709,PAY01709,5/12/2025,COD,28054.35,Paid
O01710,PAY01710,1/29/2026,UPI,43946.88,Paid
O01711,PAY01711,4/8/2026,COD,22988.08,Failed
O01712,PAY01712,8/24/2025,Net Banking,13780.42,Paid
O01713,PAY01713,6/6/2025,Credit Card,43053.84,Failed
O01714,PAY01714,12/4/2025,Net Banking,20604.24,Refunded
O01715,PAY01715,12/18/2025,Net Banking,15628.83,Paid
O01716,PAY01716,2/27/2025,COD,9465.76,Refunded
O01717,PAY01717,12/10/2025,Credit Card,14889.41,Failed
O01718,PAY01718,4/4/2025,COD,37281.25,Paid
O01719,PAY01719,12/12/2025,Net Banking,34588.47,Paid
O01720,PAY01720,7/21/2026,Credit Card,14252.66,Failed
O01721,PAY01721,11/23/2025,Credit Card,12114.86,Failed
O01722,PAY01722,4/8/2026,Credit Card,10812.36,Paid
O01723,PAY01723,7/8/2025,Debit Card,12405.92,Failed
O01724,PAY01724,7/16/2026,COD,31097.21,Refunded
O01725,PAY01725,5/10/2026,COD,19413.31,Paid
O01726,PAY01726,7/12/2026,UPI,5380.27,Refunded
O01727,PAY01727,3/27/2026,UPI,10046.04,Paid
O01728,PAY01728,1/30/2026,UPI,15751.55,Failed
O01729,PAY01729,11/16/2025,Net Banking,4094.87,Paid
O01730,PAY01730,7/19/2026,Credit Card,41628.84,Failed
O01731,PAY01731,5/31/2026,Net Banking,42285.95,Paid
O01732,PAY01732,9/11/2025,Net Banking,15526.7,Paid
O01733,PAY01733,2/22/2025,UPI,38391.97,Failed
O01734,PAY01734,1/3/2025,Net Banking,13057.11,Paid
O01735,PAY01735,5/22/2025,Net Banking,17433.4,Paid
O01736,PAY01736,2/8/2025,COD,31154.78,Paid
O01737,PAY01737,5/9/2025,Net Banking,33628.09,Failed
O01738,PAY01738,3/8/2025,Credit Card,15621.86,Paid
O01739,PAY01739,8/20/2026,COD,49589.52,Refunded
O01740,PAY01740,2/27/2025,Credit Card,24786.41,Failed
O01741,PAY01741,1/17/2026,COD,20678.62,Refunded
O01742,PAY01742,8/2/2025,Credit Card,24686.18,Paid
O01743,PAY01743,4/16/2025,COD,17094.93,Paid
O01744,PAY01744,3/3/2026,Net Banking,23929.59,Paid
O01745,PAY01745,8/14/2026,Debit Card,7914.73,Paid
O01746,PAY01746,4/26/2026,Credit Card,11434.86,Paid
O01747,PAY01747,8/16/2026,UPI,53549.49,Failed
O01748,PAY01748,12/25/2025,COD,32000.59,Failed
O01749,PAY01749,2/14/2026,COD,12168.92,Failed
O01750,PAY01750,3/31/2025,Debit Card,14667.43,Paid
O01751,PAY01751,6/3/2026,COD,4616.05,Paid
O01752,PAY01752,3/31/2026,Net Banking,51018.02,Paid
O01753,PAY01753,6/4/2025,Credit Card,44641.27,Refunded
O01754,PAY01754,8/4/2025,COD,7545.2,Refunded
O01755,PAY01755,1/7/2026,Net Banking,6247.88,Refunded
O01756,PAY01756,1/8/2025,Debit Card,30482.92,Paid
O01757,PAY01757,5/13/2026,UPI,40230.22,Paid
O01758,PAY01758,6/20/2025,Net Banking,25308.31,Failed
O01759,PAY01759,2/15/2025,Credit Card,9450.17,Paid
O01760,PAY01760,7/21/2025,Credit Card,1799.05,Paid
O01761,PAY01761,5/24/2026,Net Banking,12529.28,Paid
O01762,PAY01762,6/16/2025,COD,27767.53,Paid
O01763,PAY01763,11/24/2025,UPI,47334.04,Paid
O01764,PAY01764,5/9/2026,COD,23952.19,Refunded
O01765,PAY01765,1/21/2025,Credit Card,21867.99,Refunded
O01766,PAY01766,4/8/2026,Debit Card,28359.63,Paid
O01767,PAY01767,6/25/2025,COD,4579.16,Paid
O01768,PAY01768,2/27/2026,Credit Card,24410,Paid
O01769,PAY01769,4/25/2025,Credit Card,27900.78,Paid
O01770,PAY01770,3/26/2025,COD,43357.13,Paid
O01771,PAY01771,4/25/2026,Credit Card,22909.75,Failed
O01772,PAY01772,5/7/2026,COD,42117.46,Refunded
O01773,PAY01773,8/20/2026,Credit Card,7189.79,Refunded
O01774,PAY01774,2/16/2026,Net Banking,23518.96,Refunded
O01775,PAY01775,10/11/2025,Debit Card,2801.31,Refunded
O01776,PAY01776,4/29/2025,COD,3049.3,Paid
O01777,PAY01777,6/29/2025,Debit Card,17972.1,Paid
O01778,PAY01778,1/30/2026,Debit Card,35334.77,Paid
O01779,PAY01779,7/30/2025,Debit Card,18401.92,Paid
O01780,PAY01780,10/21/2025,Credit Card,52684.05,Paid
O01781,PAY01781,4/13/2025,Debit Card,17677.17,Paid
O01782,PAY01782,9/25/2025,Debit Card,4505.89,Failed
O01783,PAY01783,5/25/2025,Net Banking,10263.13,Paid
O01784,PAY01784,3/10/2025,UPI,15247.04,Paid
O01785,PAY01785,3/22/2025,Debit Card,30169.16,Paid
O01786,PAY01786,11/12/2025,Debit Card,4500.08,Paid
O01787,PAY01787,8/11/2025,Net Banking,11932.47,Paid
O01788,PAY01788,3/2/2025,Net Banking,6576.72,Paid
O01789,PAY01789,11/9/2025,Debit Card,7006.58,Failed
